area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,purpose,city,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count
1500.0,Apartment,Residential,4.0,3.0,10500000.0,Sale,Dhaka,Uttara,0,2,3,0,3,0,4
1150.0,Apartment,Residential,3.0,3.0,6700000.0,Sale,Dhaka,Cantonment,0,0,0,0,2,0,3
1150.0,Apartment,Residential,3.0,3.0,6700000.0,Sale,Dhaka,Cantonment,0,0,0,0,2,0,3
1375.0,Apartment,Residential,3.0,3.0,8563000.0,Sale,Chattogram,Lal Khan Bazaar,0,1,2,0,2,0,3
1650.0,Apartment,Residential,4.0,4.0,11500000.0,Sale,Dhaka,Mirpur,0,1,1,0,3,0,4
1461.0,Apartment,Residential,3.0,3.0,7500000.0,Sale,Dhaka,Mohammadpur,0,0,0,0,4,0,3
1850.0,Apartment,Residential,3.0,3.0,12000000.0,Sale,Chattogram,Khulshi,0,1,2,1,3,0,6
1692.0,Apartment,Residential,3.0,3.0,11500000.0,Sale,Chattogram,Panchlaish,0,2,2,0,2,0,5
1337.0,Apartment,Residential,3.0,3.0,8100000.0,Sale,Dhaka,Mirpur,0,0,2,1,1,0,3
2150.0,Apartment,Residential,4.0,4.0,17500000.0,Sale,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
1275.0,Apartment,Residential,3.0,3.0,8000000.0,Sale,Dhaka,Badda,0,0,2,0,3,0,3
1665.0,Apartment,Residential,4.0,3.0,22000000.0,Sale,Dhaka,New Market,0,1,3,0,3,0,4
1425.0,Apartment,Residential,3.0,3.0,9500000.0,Sale,Dhaka,Maghbazar,0,0,3,0,4,0,3
2053.0,Apartment,Residential,3.0,3.0,20000000.0,Sale,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
1450.0,Apartment,Residential,3.0,3.0,7500000.0,Sale,Chattogram,Double Mooring,0,1,2,0,1,0,3
1500.0,Apartment,Residential,4.0,3.0,11500000.0,Sale,Dhaka,Badda,0,0,2,0,2,0,3
900.0,Apartment,Residential,2.0,3.0,5200000.0,Sale,Dhaka,Rampura,0,0,2,0,1,0,4
975.0,Apartment,Residential,3.0,3.0,8400000.0,Sale,Dhaka,Maghbazar,0,2,2,0,3,0,4
1390.0,Apartment,Residential,3.0,3.0,9000000.0,Sale,Dhaka,Adabor,0,2,2,0,5,0,4
1245.0,Apartment,Residential,3.0,3.0,7000000.0,Sale,Dhaka,Badda,0,0,3,0,4,0,3
2600.0,Apartment,Residential,4.0,4.0,13500000.0,Sale,Dhaka,Badda,0,0,3,0,5,0,3
1100.0,Apartment,Residential,2.0,3.0,6800000.0,Sale,Dhaka,Badda,0,0,2,0,3,0,3
984.0,Apartment,Residential,2.0,3.0,8200000.0,Sale,Dhaka,Maghbazar,0,1,2,0,3,0,4
2343.0,Apartment,Residential,3.0,3.0,22000000.0,Sale,Dhaka,Uttara,0,1,2,0,3,0,4
1834.0,Apartment,Residential,3.0,3.0,33000000.0,Sale,Dhaka,Gulshan,0,2,2,0,4,0,3
3355.0,Apartment,Residential,4.0,4.0,39000000.0,Sale,Dhaka,Uttara,0,1,2,0,5,0,3
1320.0,Apartment,Residential,3.0,3.0,9800000.0,Sale,Dhaka,Mirpur,0,1,1,0,3,0,3
1465.0,Apartment,Residential,3.0,3.0,10500000.0,Sale,Dhaka,Banasree,0,0,3,0,4,0,3
1800.0,Apartment,Residential,3.0,3.0,17200000.0,Sale,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
1520.0,Apartment,Residential,3.0,3.0,16000000.0,Sale,Chattogram,15 No. Bagmoniram Ward,0,2,3,0,2,0,5
2001.0,Apartment,Residential,3.0,4.0,15500000.0,Sale,Dhaka,Banasree,0,0,2,0,5,0,4
1579.0,Apartment,Residential,3.0,3.0,14600000.0,Sale,Dhaka,Uttara,0,0,1,0,2,0,2
1450.0,Apartment,Residential,3.0,3.0,11500000.0,Sale,Dhaka,Banasree,0,0,3,0,4,0,3
1800.0,Apartment,Residential,3.0,3.0,19000000.0,Sale,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
1500.0,Apartment,Residential,3.0,3.0,11000000.0,Sale,Dhaka,Aftab Nagar,0,0,3,0,4,0,4
1450.0,Apartment,Residential,3.0,3.0,6000000.0,Sale,Dhaka,Shyampur,0,1,0,0,1,0,3
1200.0,Apartment,Residential,2.0,2.0,7000000.0,Sale,Dhaka,Mirpur,0,2,1,0,4,0,4
1000.0,Apartment,Residential,2.0,3.0,6200000.0,Sale,Dhaka,Mirpur,0,0,2,0,2,0,3
1630.0,Apartment,Residential,3.0,3.0,13500000.0,Sale,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
1000.0,Apartment,Residential,2.0,3.0,5800000.0,Sale,Dhaka,Mirpur,0,0,2,0,2,0,3
850.0,Apartment,Residential,2.0,2.0,5200000.0,Sale,Dhaka,Mirpur,0,2,2,0,2,0,4
900.0,Apartment,Residential,2.0,3.0,4800000.0,Sale,Dhaka,Mirpur,0,1,2,0,2,0,4
1600.0,Apartment,Residential,3.0,3.0,9500000.0,Sale,Dhaka,Mirpur,0,2,2,0,2,0,4
1480.0,Apartment,Residential,3.0,3.0,11500000.0,Sale,Dhaka,Mirpur,0,2,2,0,2,0,4
1650.0,Apartment,Residential,3.0,3.0,12000000.0,Sale,Dhaka,Aftab Nagar,0,0,2,0,2,0,3
1300.0,Apartment,Residential,3.0,3.0,12800000.0,Sale,Dhaka,Motijheel,0,0,2,0,2,0,3
832.0,Apartment,Residential,2.0,2.0,3800000.0,Sale,Dhaka,Badda,0,0,3,0,4,0,3
1300.0,Apartment,Residential,3.0,3.0,11000000.0,Sale,Dhaka,Uttara,0,2,3,0,3,0,4
1300.0,Apartment,Residential,3.0,3.0,5600000.0,Sale,Chattogram,Bayazid,1,0,1,0,2,0,4
1500.0,Apartment,Residential,3.0,3.0,7000000.0,Sale,Dhaka,Mohammadpur,0,0,0,0,2,0,3
1365.0,Apartment,Residential,3.0,3.0,8200000.0,Sale,Dhaka,Badda,0,0,2,0,2,0,3
1850.0,Apartment,Residential,3.0,3.0,22200000.000000004,Sale,Dhaka,Mohammadpur,0,1,3,0,5,0,3
1320.0,Apartment,Residential,3.0,3.0,9200000.0,Sale,Dhaka,Banasree,0,0,2,0,2,0,3
1965.0,Apartment,Residential,3.0,4.0,18000000.0,Sale,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4
1250.0,Apartment,Residential,3.0,3.0,8600000.0,Sale,Dhaka,Maghbazar,0,1,2,0,5,0,3
1950.0,Apartment,Residential,3.0,4.0,16500000.0,Sale,Dhaka,Aftab Nagar,0,2,2,0,4,0,3
1609.0,Apartment,Residential,3.0,3.0,14000000.0,Sale,Dhaka,Uttara,0,1,2,0,5,0,3
1920.0,Apartment,Residential,4.0,3.0,13500000.0,Sale,Dhaka,Uttara,0,1,1,0,1,0,3
1002.0,Apartment,Residential,2.0,2.0,6800000.0,Sale,Dhaka,Rampura,0,2,2,0,2,0,3
1580.0,Apartment,Residential,3.0,3.0,12800000.0,Sale,Dhaka,Mirpur,0,2,2,0,2,0,4
1780.0,Apartment,Residential,4.0,3.0,12500000.0,Sale,Dhaka,Uttara,0,1,2,0,4,0,3
1300.0,Apartment,Residential,3.0,3.0,13500000.0,Sale,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
1530.0,Apartment,Residential,4.0,4.0,10800000.0,Sale,Dhaka,Mirpur,0,2,2,0,2,0,4
1700.0,Apartment,Residential,4.0,4.0,10000000.0,Sale,Dhaka,Mirpur,0,2,2,0,2,0,4
2720.0,Apartment,Residential,4.0,5.0,20500000.0,Sale,Dhaka,Mohammadpur,0,2,2,0,4,0,3
1100.0,Apartment,Residential,3.0,3.0,22000.0,Rent,Dhaka,Mohammadpur,0,2,2,0,5,0,4
3900.0,Apartment,Residential,4.0,4.0,210000.0,Rent,Dhaka,Gulshan,0,2,2,0,2,0,4
1300.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Bashundhara R-A,0,2,2,0,4,0,5
1500.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Uttara,0,1,3,2,2,0,4
1350.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
1825.0,Apartment,Residential,4.0,3.0,60000.0,Rent,Dhaka,Uttara,0,2,1,0,3,0,4
650.0,Apartment,Residential,2.0,2.0,18000.0,Rent,Dhaka,Mohammadpur,0,1,2,0,2,0,4
1700.0,Apartment,Residential,3.0,3.0,27000.0,Rent,Dhaka,Mirpur,0,2,1,0,2,0,5
1450.0,Apartment,Residential,3.0,3.0,70000.0,Rent,Dhaka,Uttara,0,2,2,0,4,0,4
1450.0,Apartment,Residential,3.0,3.0,90000.0,Rent,Dhaka,Baridhara,0,2,3,2,4,0,6
1650.0,Apartment,Residential,5.0,3.0,58000.0,Rent,Dhaka,Lalmatia,0,1,1,0,4,0,3
1150.0,Apartment,Residential,2.0,3.0,14000.0,Rent,Dhaka,Mohammadpur,0,1,1,1,4,0,4
1200.0,Apartment,Residential,3.0,3.0,12000.0,Rent,Dhaka,Mohammadpur,0,1,2,1,3,0,4
1300.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Bashundhara R-A,0,2,1,0,4,0,5
1800.0,Apartment,Residential,3.0,3.0,30000.0,Rent,Chattogram,Muradpur,0,2,0,0,2,0,3
1300.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Bashundhara R-A,0,2,1,0,4,0,5
1600.0,Apartment,Residential,3.0,3.0,28000.0,Rent,Dhaka,Hazaribag,0,1,1,0,0,0,3
2400.0,Apartment,Residential,3.0,3.0,120000.0,Rent,Dhaka,Gulshan,0,2,2,0,4,0,5
1350.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
1500.0,Apartment,Residential,3.0,3.0,75000.0,Rent,Dhaka,Bashundhara R-A,0,2,2,0,4,0,5
1100.0,Apartment,Residential,2.0,3.0,17000.0,Rent,Dhaka,Mirpur,0,0,2,0,5,0,3
1250.0,Apartment,Residential,3.0,3.0,17500.0,Rent,Dhaka,Mirpur,0,1,2,0,2,0,3
1385.0,Apartment,Residential,3.0,3.0,22000.0,Rent,Dhaka,Mirpur,0,1,2,0,3,0,3
1750.0,Apartment,Residential,4.0,4.0,22000.0,Rent,Dhaka,Mohammadpur,0,2,2,2,3,0,4
1400.0,Apartment,Residential,2.0,3.0,22000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4
1400.0,Apartment,Residential,3.0,3.0,21000.0,Rent,Chattogram,Panchlaish,0,0,0,0,0,0,4
1300.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Bashundhara R-A,0,2,2,0,4,0,5
2000.0,Apartment,Residential,4.0,4.0,30000.0,Rent,Dhaka,Mohammadpur,0,2,2,0,4,0,4
1750.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Chattogram,Khulshi,0,1,0,0,1,0,4
1350.0,Apartment,Residential,3.0,3.0,19000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
1260.0,Apartment,Residential,3.0,3.0,22000.0,Rent,Dhaka,Mohammadpur,0,2,2,1,4,0,4
1350.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
1350.0,Apartment,Residential,3.0,3.0,65000.0,Rent,Chattogram,Khulshi,0,1,2,1,1,0,4
1360.0,Apartment,Residential,3.0,3.0,32000.0,Rent,Dhaka,Mohammadpur,0,2,2,1,4,0,4
2200.0,Apartment,Residential,3.0,3.0,75000.0,Rent,Dhaka,Baridhara,0,0,2,0,1,0,3
1400.0,Apartment,Residential,3.0,3.0,25000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
1250.0,Apartment,Residential,3.0,3.0,25000.0,Rent,Dhaka,Mohammadpur,0,1,2,1,3,0,4
2300.0,Apartment,Residential,3.0,3.0,120000.0,Rent,Dhaka,Baridhara,0,0,0,0,1,0,3
1500.0,Apartment,Residential,3.0,3.0,55000.0,Rent,Dhaka,Uttara,0,0,2,0,2,0,4
1450.0,Apartment,Residential,3.0,3.0,25000.0,Rent,Dhaka,Uttara,0,2,3,0,3,0,4
750.0,Apartment,Residential,2.0,2.0,16000.0,Rent,Dhaka,Mohammadpur,0,1,2,1,2,0,4
2000.0,Apartment,Residential,3.0,3.0,32000.0,Rent,Dhaka,Dhanmondi,0,1,1,0,4,0,3
900.0,Apartment,Residential,2.0,2.0,16000.0,Rent,Dhaka,Mohammadpur,0,0,2,1,1,0,4
1900.0,Apartment,Residential,4.0,3.0,50000.0,Rent,Dhaka,Dhanmondi,0,2,1,0,2,0,2
2900.0,Apartment,Residential,3.0,3.0,80000.0,Rent,Dhaka,Uttara,0,0,2,0,1,0,3
1000.0,Apartment,Residential,2.0,2.0,12000.0,Rent,Dhaka,Mirpur,0,2,0,0,3,0,3
1850.0,Apartment,Residential,4.0,3.0,23000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
1415.0,Apartment,Residential,3.0,3.0,22000.0,Rent,Dhaka,Mirpur,0,1,2,0,3,0,3
2250.0,Apartment,Residential,3.0,3.0,78000.0,Rent,Dhaka,Bashundhara R-A,0,1,0,0,3,0,3
3680.0,Apartment,Residential,4.0,3.0,150000.0,Rent,Dhaka,Gulshan,0,2,2,0,4,0,3
1250.0,Apartment,Residential,3.0,2.0,35000.0,Rent,Dhaka,Hatirpool,0,1,2,0,3,0,4
2600.0,Apartment,Residential,4.0,4.0,65000.0,Rent,Dhaka,Uttara,0,1,2,0,5,0,3
1250.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Mirpur,0,1,2,0,2,0,3
2530.0,Apartment,Residential,4.0,4.0,33000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
500.0,Apartment,Residential,1.0,1.0,12000.0,Rent,Dhaka,Dhanmondi,0,1,2,0,3,0,3
1365.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Chattogram,9 No. North Pahartali Ward,0,1,0,0,1,0,4
1200.0,Apartment,Residential,3.0,3.0,15000.0,Rent,Dhaka,Cantonment,0,0,1,0,3,0,3
1570.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Uttara,0,1,1,0,2,0,3
2100.0,Apartment,Residential,3.0,3.0,90000.0,Rent,Dhaka,Gulshan,0,2,2,0,4,0,3
1850.0,Apartment,Residential,4.0,3.0,23000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
2201.0,Apartment,Residential,3.0,4.0,30000.0,Rent,Dhaka,Banasree,0,2,2,0,4,0,4
2750.0,Apartment,Residential,3.0,3.0,150000.0,Rent,Dhaka,Gulshan,0,2,2,0,4,0,5
1850.0,Apartment,Residential,4.0,3.0,23000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
1200.0,Apartment,Residential,3.0,3.0,22000.0,Rent,Dhaka,Cantonment,0,1,2,0,3,0,4
1050.0,Apartment,Residential,2.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,2,1,2,3,0,4
3302.0,Apartment,Residential,5.0,5.0,80000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5
1100.0,Apartment,Residential,2.0,3.0,16000.0,Rent,Dhaka,Mirpur,0,0,2,0,5,0,3
1300.0,Apartment,Residential,3.0,3.0,25000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
1850.0,Apartment,Residential,3.0,3.0,45000.0,Rent,Dhaka,Uttara,0,2,1,0,3,0,3
1100.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,0,2,0,3,0,2
1050.0,Apartment,Residential,2.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,2,1,2,3,0,4
1400.0,Apartment,Residential,3.0,3.0,30000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
3500.0,Apartment,Residential,4.0,4.0,270000.0,Rent,Dhaka,Baridhara,0,0,0,0,0,0,3
1254.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Chattogram,Double Mooring,0,0,0,0,1,0,3
1650.0,Apartment,Residential,3.0,3.0,27000.0,Rent,Dhaka,Bashundhara R-A,0,1,2,0,3,0,3
2010.0,Apartment,Residential,3.0,3.0,42000.0,Rent,Dhaka,Bashundhara R-A,0,1,1,0,4,0,3
1200.0,Apartment,Residential,2.0,3.0,16000.0,Rent,Chattogram,4 No Chandgaon Ward,0,0,0,0,1,0,3
1350.0,Apartment,Residential,3.0,3.0,21000.0,Rent,Dhaka,Maghbazar,0,1,2,0,5,0,3
2050.0,Apartment,Residential,5.0,4.0,22000.0,Rent,Dhaka,Mohammadpur,0,1,0,0,0,0,3
3000.0,Apartment,Residential,4.0,4.0,130000.0,Rent,Chattogram,Khulshi,0,1,2,1,1,0,3
1990.0,Apartment,Residential,3.0,3.0,45000.0,Rent,Dhaka,Eskaton,0,2,1,0,5,0,3
1500.0,Apartment,Residential,3.0,3.0,30000.0,Rent,Dhaka,Uttara,0,1,2,0,5,0,3
1500.0,Apartment,Residential,3.0,2.0,115000.0,Rent,Dhaka,Baridhara,0,1,2,1,4,0,3
2300.0,Apartment,Residential,3.0,3.0,42000.0,Rent,Dhaka,Bashundhara R-A,0,2,2,0,5,0,4
1850.0,Apartment,Residential,4.0,3.0,23000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,3,0,4
1580.0,Apartment,Residential,3.0,3.0,25000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
1450.0,Apartment,Residential,3.0,3.0,23000.0,Rent,Chattogram,Khulshi,0,1,2,0,0,0,4
1650.0,Apartment,Residential,4.0,3.0,30000.0,Rent,Dhaka,Bashundhara R-A,0,2,1,0,3,0,5
1840.0,Apartment,Residential,4.0,3.0,50000.0,Rent,Dhaka,Uttara,0,1,1,0,2,0,3
1250.0,Apartment,Residential,3.0,3.0,23000.0,Rent,Dhaka,Mirpur,0,0,1,0,2,0,4
2450.0,Duplex,Residential,4.0,5.0,70000.0,Rent,Dhaka,Mirpur,0,0,1,0,2,0,2
1650.0,Apartment,Residential,3.0,4.0,25000.0,Rent,Dhaka,Rampura,0,2,1,0,3,0,4
2380.0,Apartment,Residential,4.0,3.0,130000.0,Rent,Dhaka,Banani,0,0,2,0,2,0,3
1400.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
900.0,Apartment,Residential,2.0,2.0,18000.0,Rent,Dhaka,Mohammadpur,0,1,2,1,3,0,4
1850.0,Apartment,Residential,4.0,3.0,23000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,3,0,4
1300.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Mirpur,0,0,2,0,5,0,3
1100.0,Apartment,Residential,3.0,3.0,15000.0,Rent,Dhaka,Mohammadpur,0,0,0,0,3,0,4
1050.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Banasree,0,0,2,0,3,0,2
2250.0,Apartment,Residential,3.0,3.0,130000.0,Rent,Dhaka,Gulshan,0,2,2,0,4,0,6
2650.0,Apartment,Residential,5.0,6.0,70000.0,Rent,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4
2200.0,Apartment,Residential,4.0,3.0,45000.0,Rent,Chattogram,Khulshi,0,2,2,0,3,0,5
1300.0,Apartment,Residential,3.0,3.0,17000.0,Rent,Dhaka,Shyamoli,0,2,2,0,3,0,4
1370.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Badda,0,2,0,1,3,0,5
1050.0,Apartment,Residential,2.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,2,1,2,3,0,4
1050.0,Apartment,Residential,2.0,3.0,20000.0,Rent,Dhaka,Mohammadpur,0,2,1,2,3,0,4
1000.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Mohammadpur,0,0,3,1,3,0,4
3000.0,Apartment,Residential,5.0,5.0,75000.0,Rent,Dhaka,Bashundhara R-A,0,1,2,0,4,0,3
1700.0,Apartment,Residential,3.0,2.0,70000.0,Rent,Dhaka,Mohakhali Dohs,0,1,2,0,3,0,3
1350.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Mirpur,0,2,3,0,2,0,4
1550.0,Apartment,Residential,4.0,3.0,27000.0,Rent,Dhaka,Mirpur,0,2,3,1,5,0,4
1560.0,Apartment,Residential,3.0,3.0,30000.0,Rent,Dhaka,Eskaton,0,2,2,0,3,0,4
600.0,Apartment,Residential,2.0,2.0,16000.0,Rent,Dhaka,Mohammadpur,0,1,2,0,5,0,2
2650.0,Apartment,Residential,4.0,3.0,120000.0,Rent,Dhaka,Gulshan,0,0,0,0,0,0,0
2200.0,Apartment,Residential,3.0,4.0,30000.0,Rent,Dhaka,Banasree,0,2,2,0,4,0,4
1754.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Mohammadpur,0,1,2,0,4,0,5
1530.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Agargaon,0,1,0,0,3,0,3
1530.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Agargaon,0,1,0,0,3,0,3
1730.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Rampura,0,2,2,0,3,0,4
1300.0,Apartment,Residential,3.0,3.0,17000.0,Rent,Dhaka,Shyamoli,0,2,2,0,3,0,4
1530.0,Apartment,Residential,3.0,3.0,26000.0,Rent,Dhaka,Agargaon,0,1,0,0,3,0,3
1100.0,Apartment,Residential,3.0,3.0,20000.0,Rent,Dhaka,Mirpur,0,1,1,0,3,0,4
2350.0,Apartment,Residential,4.0,3.0,45000.0,Rent,Dhaka,Bashundhara R-A,0,1,1,0,3,0,4
750.0,Apartment,Residential,2.0,2.0,15000.0,Rent,Dhaka,Banasree,0,0,2,0,2,0,2
2350.0,Apartment,Residential,3.0,3.0,160000.0,Rent,Dhaka,Gulshan,0,1,2,0,2,0,3
2100.0,Apartment,Residential,5.0,4.0,33000.0,Rent,Dhaka,Mohammadpur,0,2,3,1,4,0,4
1200.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Chattogram,4 No Chandgaon Ward,0,0,0,0,0,0,3
1730.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Rampura,0,2,2,0,3,0,4
750.0,Apartment,Residential,2.0,2.0,23000.0,Rent,Dhaka,Lalbagh,1,2,1,2,4,0,3
2600.0,Apartment,Residential,4.0,4.0,75000.0,Rent,Dhaka,Dhanmondi,0,1,1,0,1,0,3
700.0,Apartment,Residential,2.0,2.0,12500.0,Rent,Dhaka,Dakshin Khan,0,2,3,0,2,0,3
2000.0,Apartment,Residential,3.0,3.0,80000.0,Rent,Dhaka,Uttara,0,2,2,0,5,0,5
930.0,Apartment,Residential,2.0,3.0,11300.0,Rent,Chattogram,4 No Chandgaon Ward,0,0,0,0,0,0,3
1100.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Mirpur,0,0,3,0,2,0,3
1700.0,Apartment,Residential,4.0,3.0,30000.0,Rent,Chattogram,Khulshi,0,1,2,0,2,0,3
2900.0,Apartment,Residential,5.0,4.0,50000.0,Rent,Dhaka,Uttara,0,0,2,0,2,0,4
1905.0,Apartment,Residential,4.0,3.0,50000.0,Rent,Dhaka,Uttara,0,1,2,0,3,0,3
1500.0,Apartment,Residential,3.0,3.0,30000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
2600.0,Apartment,Residential,4.0,4.0,50000.0,Rent,Dhaka,Uttara,0,0,2,0,5,0,3
1700.0,Apartment,Residential,3.0,3.0,100000.0,Rent,Dhaka,Baridhara,0,0,0,0,2,0,3
2200.0,Apartment,Residential,3.0,4.0,30000.0,Rent,Dhaka,Banasree,0,2,2,0,4,0,4
2700.0,Apartment,Residential,4.0,4.0,140000.0,Rent,Dhaka,Gulshan,0,2,2,0,2,0,3
1180.0,Apartment,Residential,2.0,3.0,23000.0,Rent,Dhaka,Badda,0,0,1,1,0,0,4
5000.0,Duplex,Residential,7.0,5.0,120000.0,Rent,Dhaka,Bashundhara R-A,0,2,2,0,5,0,5
2530.0,Apartment,Residential,4.0,4.0,33000.0,Rent,Dhaka,Bashundhara R-A,0,0,0,0,4,0,3
3500.0,Apartment,Residential,4.0,4.0,230000.0,Rent,Dhaka,Baridhara,0,1,2,0,4,0,4
3500.0,Apartment,Residential,4.0,4.0,230000.0,Rent,Dhaka,Baridhara,0,1,2,0,4,0,4
6500.0,Building,Residential,5.0,4.0,300000.0,Rent,Dhaka,Nikunja,0,1,1,0,1,0,4
2550.0,Apartment,Residential,3.0,3.0,70000.0,Rent,Dhaka,Gulshan,0,2,3,1,3,0,3
1200.0,Apartment,Residential,2.0,2.0,100000.0,Rent,Dhaka,Uttara,0,1,2,0,0,0,3
8000.0,Duplex,Residential,5.0,4.0,350000.0,Rent,Dhaka,Gulshan,0,2,2,2,5,0,4
5200.0,Apartment,Residential,4.0,4.0,310000.0,Rent,Dhaka,Gulshan,0,2,1,0,1,0,3
2500.0,Apartment,Residential,3.0,3.0,100000.0,Rent,Dhaka,Uttara,0,2,2,0,0,0,3
5500.0,Duplex,Residential,5.0,4.0,160000.0,Rent,Dhaka,Lalmatia,0,1,1,0,2,0,3
2500.0,Apartment,Residential,3.0,3.0,150000.0,Rent,Dhaka,Gulshan,0,2,2,0,5,0,3
4700.0,Apartment,Residential,5.0,4.0,300000.0,Rent,Dhaka,Baridhara,0,2,3,2,5,0,5
1500.0,Apartment,Residential,3.0,3.0,45000.0,Rent,Dhaka,Uttara,0,2,2,0,2,0,3
950.0,Apartment,Residential,3.0,3.0,22000.0,Rent,Dhaka,Zafrabad,0,1,1,0,2,0,3
2150.0,Apartment,Residential,3.0,3.0,35000.0,Rent,Dhaka,Uttara,0,1,0,0,2,0,3
1600.0,Apartment,Residential,3.0,3.0,27000.0,Rent,Dhaka,Bashundhara R-A,0,1,1,0,3,0,3
2900.0,Apartment,Residential,4.0,4.0,80000.0,Rent,Dhaka,Uttara,0,1,0,0,0,0,1
5400.0,Apartment,Residential,5.0,4.0,350000.0,Rent,Dhaka,Gulshan,0,2,2,0,3,0,3
600.0,Apartment,Residential,1.0,2.0,16000.0,Rent,Dhaka,Mohammadpur,0,1,0,0,0,0,3
1350.0,Apartment,Residential,3.0,3.0,25000.0,Rent,Dhaka,Badda,0,0,2,0,4,0,4
2275.0,Apartment,Residential,4.0,3.0,45000.0,Rent,Dhaka,Bashundhara R-A,0,2,1,0,4,0,3
1409.0,Apartment,Residential,3.0,3.0,32000.0,Rent,Dhaka,Tejgaon,0,2,1,1,2,0,3
7500.0,Duplex,Residential,6.0,5.0,350000.0,Rent,Dhaka,Dhanmondi,0,1,0,0,3,0,2
1560.0,Apartment,Residential,3.0,3.0,70000.0,Rent,Chattogram,Khulshi,0,1,2,0,1,0,3
3500.0,Apartment,Residential,4.0,4.0,220000.00000000003,Rent,Dhaka,Baridhara,0,1,2,0,4,0,4
1375.0,Apartment,Residential,3.0,3.0,16000.0,Rent,Dhaka,Mirpur,0,0,1,0,2,0,4
2700.0,Apartment,Residential,3.0,3.0,60000.0,Rent,Dhaka,Mohammadpur,0,1,1,0,2,0,3
1600.0,Apartment,Residential,3.0,3.0,40000.0,Rent,Dhaka,Eskaton,0,2,1,0,2,0,3
2200.0,Apartment,Residential,3.0,4.0,30000.0,Rent,Dhaka,Banasree,0,0,1,0,3,0,4
